0 , 0 , 0 , 12 , 0 , 20 , 63 , 27 , 12 , 0 , 0 , 0 , 0,0 
 0,0 , 0 , 24 , 23 , 10 , 0 , 10 , 18 , 20 , 0 , 0 , 27 , 0,0 
 0,0 , 0 , 14 , 44 , 0 , 16 , 53 , 25 , 21 , 17 , 0 , 0 , 0,0 
 0,0 , 0 , 0 , 0 , 24 , 24 , 18 , 26 , 12 , 13 , 0 , 0 , 46,0 
 0,5 , 0 , 13 , 40 , 28 , 59 , 32 , 29 , 43 , 51 , 21 , 42 , 0,0 
 0,34 , 30 , 67 , 57 , 84 , 248 , 0 , 60 , 52 , 29 , 121 , 230 , 174,0 
 0,113 , 134 , 187 , 97 , 150 , 0 , 66 , 59 , 62 , 49 , 0 , 0,0 
 0,0 , 60 , 75 , 49 , 89 , 83 , 138 , 126 , 138 , 50 , 50 , 40 , 32 , 14,0 
 0,0 , 188 , 71 , 59 , 128 , 138 , 98 , 78 , 63 , 56 , 210 , 0 , 46,0 
 0,84 , 7 , 69 , 142 , 233 , 124 , 106 , 111 , 138 , 114 , 113 , 115 , 58,0 
 0,153 , 91 , 127 , 315 , 126 , 167 , 124 , 187 , 310 , 176 , 140 , 46 , 99,0 
 0,135 , 78 , 82 , 0 , 0 , 0 , 84 , 278 , 321 , 248 , 0 , 215 , 192,0 
 0,150 , 184 , 76 , 0 , 99 , 0 , 621 , 299 , 272 , 373 , 407 , 434 , 702,0 
 0,109 , 93 , 48 , 118 , 350 , 320 , 363 , 281 , 169 , 192 , 69 , 254 , 392,0 
 0,108 , 109 , 378 , 320 , 220 , 291 , 212 , 238 , 129 , 536 , 126 , 301 , 0,0 
 0,240 , 287 , 281 , 172 , 264 , 183 , 527 , 101 , 382 , 251 , 100 , 0 , 0,0 
 0,239 , 199 , 233 , 209 , 208 , 220 , 159 , 262 , 120 , 0 , 39 , 544 , 0,0 
 0,310 , 224 , 185 , 156 , 178 , 161 , 126 , 120 , 122 , 61 , 177 , 296 , 45,0 
 0,276 , 302 , 282 , 255 , 241 , 242 , 138 , 193 , 99 , 95 , 70 , 82 , 159,0 
 0,205 , 284 , 331 , 223 , 240 , 264 , 206 , 218 , 173 , 169 , 453 , 161 , 121,0 
 0,299 , 300 , 231 , 225 , 280 , 263 , 0 , 1799 , 0 , 0 , 93 , 195 , 159,0 
 0,217 , 379 , 200 , 199 , 325 , 259 , 134 , 148 , 201 , 232 , 168 , 227 , 236,0 
 0,383 , 317 , 1210 , 213 , 362 , 42 , 240 , 284 , 207 , 166 , 272 , 282 , 262,0 
 0,237 , 56 , 244 , 200 , 923 , 188 , 226 , 279 , 222 , 275 , 366 , 300 , 304,0 
 0,195 , 262 , 343 , 327 , 218 , 299 , 360 , 451 , 312 , 311 , 298 , 293 , 402,0 
 0,168 , 372 , 202 , 348 , 741 , 364 , 438 , 380 , 464 , 366 , 308 , 306 , 150,0 
 0,336 , 325 , 196 , 270 , 116 , 211 , 313 , 900 , 125 , 316 , 110 , 145 , 156,0 
 0,243 , 0 , 0 , 122 , 135 , 333 , 433 , 349 , 206 , 170 , 143 , 174 , 140,0 
 0,0 , 0 , 84 , 108 , 286 , 412 , 555 , 209 , 148 , 160 , 170 , 169 , 194,0 
 0,0 , 18 , 102 , 167 , 247 , 313 , 243 , 139 , 93 , 129 , 117 , 176 , 240,0 
 0,0 , 16 , 81 , 154 , 207 , 161 , 173 , 136 , 142 , 132 , 232 , 260 , 307,0 
 0,19 , 31 , 73 , 153 , 162 , 153 , 154 , 133 , 107 , 130 , 262 , 279 , 431,0 
 0,53 , 73 , 88 , 286 , 352 , 178 , 179 , 153 , 131 , 119 , 112 , 326 , 0,0 
 0,79 , 79 , 126 , 248 , 221 , 224 , 212 , 188 , 160 , 149 , 249 , 439 , 87,0 
 0,85 , 113 , 150 , 207 , 235 , 238 , 213 , 197 , 180 , 183 , 173 , 396 , 186,0 
 0,105 , 154 , 170 , 206 , 214 , 209 , 185 , 180 , 184 , 207 , 230 , 217 , 145,0 
 0,133 , 196 , 250 , 193 , 186 , 167 , 151 , 155 , 147 , 141 , 0 , 189 , 98,0 
 0,150 , 239 , 515 , 185 , 165 , 112 , 120 , 132 , 124 , 223 , 75 , 165 , 100,0 
 0,151 , 322 , 218 , 165 , 132 , 116 , 102 , 111 , 112 , 89 , 102 , 84 , 118,0 
 0,75 , 183 , 182 , 151 , 132 , 112 , 108 , 107 , 113 , 104 , 0 , 102 , 184,0 
 0,86 , 88 , 114 , 93 , 116 , 112 , 121 , 120 , 157 , 70 , 8 , 76 , 0 ,0 
